"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"RGT","Royce Global Value Trust, Inc.","9.07","$94.89M","2013","n/a","n/a","https://www.nasdaq.com/symbol/rgt",
"RMT","Royce Micro-Cap Trust, Inc.","8.23","$326.82M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rmt",
"RVT","Royce Value Trust, Inc.","13.27","$1.14B","1986","n/a","n/a","https://www.nasdaq.com/symbol/rvt",
"RES","RPC, Inc.","11.67","$2.51B","n/a","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/res",
"RPM","RPM International Inc.","60.79","$8.07B","n/a","Basic Industries","Paints/Coatings","https://www.nasdaq.com/symbol/rpm",
"RPT","RPT Realty","14.11","$1.13B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/rpt",
"RPT^D","RPT Realty","55.28","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rpt^d",
"RTW","RTW Retailwinds, Inc.","2.95","$190.96M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/rtw",
"RTEC","Rudolph Technologies, Inc.","19.56","$623.98M","1999","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/rtec",
"RYB","RYB Education, Inc.","6.15","$179.66M","2017","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/ryb",
"R","Ryder System, Inc.","51.1","$2.71B","n/a","Consumer Services","Rental/Leasing Companies","https://www.nasdaq.com/symbol/r",
"RYI","Ryerson Holding Corporation","7.41","$277.46M","2014","Basic Industries","Metal Fabrications","https://www.nasdaq.com/symbol/ryi",
"RHP","Ryman Hospitality Properties, Inc.","72.82","$3.74B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/rhp",
"SPGI","S&P Global Inc.","169.12","$42.43B","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/spgi",
"SBR","Sabine Royalty Trust","38.22","$557.22M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sbr",
"SB","Safe Bulkers, Inc","1.93","$196.02M","2008","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sb",
"SB^C","Safe Bulkers, Inc","19.33","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sb^c",
"SB^D","Safe Bulkers, Inc","19.1843","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sb^d",
"SFE","Safeguard Scientifics, Inc.","9.18","$189.54M","n/a","Finance","Finance/Investors Services","https://www.nasdaq.com/symbol/sfe",
"SAFE","Safety, Income & Growth Inc.","19.22","$350.38M","2017","Consumer Services","Real Estate","https://www.nasdaq.com/symbol/safe",
"SAIL","SailPoint Technologies Holdings, Inc.","24.86","$2.18B","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/sail",
"CRM","Salesforce.com Inc","137.27","$105.01B","2004","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/crm",
"SMM","Salient Midstream & MLP Fund","8","$141.78M","2012","n/a","n/a","https://www.nasdaq.com/symbol/smm",
"SBH","Sally Beauty Holdings, Inc.","19.27","$2.32B","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/sbh",
"SJT","San Juan Basin Royalty Trust","4.81","$224.19M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sjt",
"SN","Sanchez Energy Corporation","0.3096","$27.1M","2011","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sn",
"SD","SandRidge Energy, Inc.","9.04","$322.67M","2016","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sd",
"SDT","SandRidge Mississippian Trust I","1","$28M","2011","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sdt",
"SDR","SandRidge Mississippian Trust II","1.02","$50.72M","2012","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sdr",
"PER","SandRidge Permian Trust","2.07","$108.68M","2011","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/per",
"SNY","Sanofi","44.17","$110B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sny",
"SC","Santander Consumer USA Holdings Inc.","18.3","$6.58B","2014","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/sc",
"SAP","SAP SE","101.9","$125.18B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/sap",
"SAB","Saratoga Investment Corp","25.75","n/a","2016","n/a","n/a","https://www.nasdaq.com/symbol/sab",
"SAF","Saratoga Investment Corp","24.9039","n/a","2018","n/a","n/a","https://www.nasdaq.com/symbol/saf",
"SAR","Saratoga Investment Corp","23.02","$171.59M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sar",
"SSL","Sasol Ltd.","28.87","$18.21B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/ssl",
"BFS","Saul Centers, Inc.","52.44","$1.19B","1993","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/bfs",
"BFS^C","Saul Centers, Inc.","24.64","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bfs^c",
"BFS^D","Saul Centers, Inc.","21.7042","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bfs^d",
"SCG","Scana Corporation","47.19","$6.73B","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/scg",
"SLB","Schlumberger N.V.","41.97","$58.12B","n/a","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/slb",
"SNDR","Schneider National, Inc.","19.98","$3.54B","2017","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/sndr",
"SWM","Schweitzer-Mauduit International, Inc.","26.79","$824.26M","n/a","Basic Industries","Paper","https://www.nasdaq.com/symbol/swm",
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","69.73","$2.95B","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/saic",
"SALT","Scorpio Bulkers Inc.","6.2","$467.47M","2013","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/salt",
"SLTB","Scorpio Bulkers Inc.","25.15","n/a","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sltb",
"SBBC","Scorpio Tankers Inc.","25.08","n/a","2017","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sbbc",
"SBNA","Scorpio Tankers Inc.","24.3358","n/a","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sbna",
"STNG","Scorpio Tankers Inc.","2.05","$1.06B","2010","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/stng",
"SMG","Scotts Miracle-Gro Company (The)","68.35","$3.78B","1992","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/smg",
"KTF","Scudder Municiple Income Trust","10.65","$420.68M","1988","n/a","n/a","https://www.nasdaq.com/symbol/ktf",
"KSM","Scudder Strategic Municiple Income Trust","10.71","$119.99M","1989","n/a","n/a","https://www.nasdaq.com/symbol/ksm",
"SE","Sea Limited","11.81","$3.96B","2017","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/se",
"SA","Seabridge Gold, Inc.","11.91","$707.87M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/sa",
"CKH","SEACOR Holdings, Inc.","38.92","$710.17M","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/ckh",
"SMHI","SEACOR Marine Holdings Inc.","15.12","$309.02M","2017","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/smhi",
"SDRL","Seadrill Limited","12.88","$1.29B","2018","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sdrl",
"SDLP","Seadrill Partners LLC","2.36","$216.7M","2012","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sdlp",
"SEE","Sealed Air Corporation","34.05","$5.34B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/see",
"SSW","Seaspan Corporation","9.31","$1.64B","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/ssw",
"SSW^D","Seaspan Corporation","23.54","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^d",
"SSW^E","Seaspan Corporation","24.22","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^e",
"SSW^G","Seaspan Corporation","23.62","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^g",
"SSW^H","Seaspan Corporation","23.26","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^h",
"SSW^I","Seaspan Corporation","23.68","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^i",
"SSWA","Seaspan Corporation","24.15","n/a","2017","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sswa",
"SSWN","Seaspan Corporation","25.25","n/a","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sswn",
"SEAS","SeaWorld Entertainment, Inc.","27.7","$2.43B","2013","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/seas",
"JBN","Select Asset Inc.","6.2","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/jbn",
"JBR","Select Asset Inc.","6.19","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/jbr",
"WTTR","Select Energy Services, Inc.","8.86","$945.23M","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/wttr",
"SEM","Select Medical Holdings Corporation","18.22","$2.47B","2009","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/sem",
"SGZA","Selective Insurance Group, Inc.","24.29","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/sgza",
"SEMG","Semgroup Corporation","15.4","$1.22B","n/a","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/semg",
"SMI","Semiconductor  Manufacturing International Corporation","4.72","$4.76B","2004","Technology","Semiconductors","https://www.nasdaq.com/symbol/smi",
"SRE","Sempra Energy","116.19","$31.8B","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/sre",
"SRE^A","Sempra Energy","103.49","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/sre^a",
"SRE^B","Sempra Energy","101.95","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sre^b",
"SEND","SendGrid, Inc.","44.29","$2.1B","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/send",
"ST","Sensata Technologies Holding plc","44.11","$7.24B","2010","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/st",
"SXT","Sensient Technologies Corporation","59.49","$2.51B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/sxt",
"SQNS","Sequans Communications S.A.","1.09","$103.1M","2011","Technology","Semiconductors","https://www.nasdaq.com/symbol/sqns",
"SRG","Seritage Growth Properties","38.13","$2.13B","2015","Finance","Real Estate","https://www.nasdaq.com/symbol/srg",
"SRG^A","Seritage Growth Properties","22.5","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/srg^a",
"SCI","Service Corporation International","45.01","$8.14B","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/sci",
"SERV","ServiceMaster Global Holdings, Inc.","41.02","$5.57B","2014","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/serv",
"NOW","ServiceNow, Inc.","184.9","$33.15B","2012","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/now",
"SHAK","Shake Shack, Inc.","47.6","$1.76B","2015","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/shak",
"SJR","Shaw Communications Inc.","18.57","$9.01B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/sjr",
"SHLX","Shell Midstream Partners, L.P.","19.11","$4.28B","2014","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/shlx",
"SHW","Sherwin-Williams Company (The)","393.46","$36.84B","n/a","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/shw",
"SHG","Shinhan Financial Group Co Ltd","34.97","$16.56B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/shg",
"SFL","Ship Finance International Limited","12.55","$1.5B","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sfl",
"SHOP","Shopify Inc.","151.5","$14.33B","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/shop",
"SSTK","Shutterstock, Inc.","38.28","$1.34B","2012","Technology","EDP Services","https://www.nasdaq.com/symbol/sstk",
"SBGL","Sibanye Gold Limited","2.73","$1.55B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/sbgl",
"SIG","Signet Jewelers Limited","36.77","$1.91B","n/a","Consumer Services","Consumer Specialties","https://www.nasdaq.com/symbol/sig",
"SBOW","SilverBow Resorces, Inc.","22.42","$262.14M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sbow",
"SPG","Simon Property Group, Inc.","186.1","$57.56B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/spg",
"SPG^J","Simon Property Group, Inc.","69.2291","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/spg^j",
"SSD","Simpson Manufacturing Company, Inc.","54.88","$2.49B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ssd",
"SHI","SINOPEC Shangai Petrochemical Company, Ltd.","44.77","$4.85B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/shi",
"SITC","SITE Centers Corp.","12.94","$2.39B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/sitc",
"SITC^A","SITE Centers Corp.","21.66","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sitc^a",
"SITC^J","SITE Centers Corp.","22.755","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sitc^j",
"SITC^K","SITE Centers Corp.","22.15","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sitc^k",
"SITE","SiteOne Landscape Supply, Inc.","58.04","$2.37B","2016","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/site",
"SIX","Six Flags Entertainment Corporation New","59.78","$5.05B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/six",
"SJW","SJW Group","54.86","$1.5B","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/sjw",
"SKM","SK Telecom Co., Ltd.","27.77","$17.67B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/skm",
"SKX","Skechers U.S.A., Inc.","24.26","$3.83B","1999","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/skx",
"SKY","Skyline Champion Corporation","17.54","$990.58M","n/a","Basic Industries","Homebuilding","https://www.nasdaq.com/symbol/sky",
"SLG","SL Green Realty Corp","93.12","$7.94B","1997","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/slg",
"SLG^I","SL Green Realty Corp","24.77","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/slg^i",
"SM","SM Energy Company","18.9","$2.12B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sm",
"SFS","Smart","5.8","$440.84M","2014","Consumer Services","Food Chains","https://www.nasdaq.com/symbol/sfs",
"SMAR","Smartsheet Inc.","24.78","$2.56B","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/smar",
"SNN","Smith & Nephew SNATS, Inc.","37.35","$16.33B","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/snn",
"AOS","Smith (A.O.) Corporation","42.97","$7.3B","n/a","Consumer Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/aos",
"SNAP","Snap Inc.","5.67","$7.34B","2017","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/snap",
"SNA","Snap-On Incorporated","148.71","$8.35B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/sna",
"IPOA","Social Capital Hedosophia Holdings Corp.","9.94","$199.87M","2017","Finance","Business Services","https://www.nasdaq.com/symbol/ipoa",
"IPOA.U","Social Capital Hedosophia Holdings Corp.","n/a","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/ipoa.u",
"IPOA.WS","Social Capital Hedosophia Holdings Corp.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ipoa.ws",
"SQM","Sociedad Quimica y Minera S.A.","43.55","$11.46B","1993","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/sqm",
"SOGO","Sogou Inc.","5.94","$2.36B","2017","Technology","EDP Services","https://www.nasdaq.com/symbol/sogo",
"SOI","Solaris Oilfield Infrastructure, Inc.","11.82","$557.12M","2017","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/soi",
"SWI","SolarWinds Corporation","17","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/swi",
"SAH","Sonic Automotive, Inc.","14.2","$607.06M","1997","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/sah",
"SON","Sonoco Products Company","55.55","$5.54B","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/son",
"SNE","Sony Corp Ord","51.11","$64.85B","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/sne",
"BID","Sotheby&#39;s","36.83","$1.81B","1988","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/bid",
"SOR","Source Capital, Inc.","33.12","$285.19M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sor",
"SJI","South Jersey Industries, Inc.","30.58","$2.61B","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/sji",
"SJIU","South Jersey Industries, Inc.","50.88","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/sjiu",
"SXE","Southcross Energy Partners, L.P.","0.4005","$32.13M","2012","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/sxe",
"SCE^G","Southern California Edison Company","19.15","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^g",
"SCE^H","Southern California Edison Company","22.02","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^h",
"SCE^J","Southern California Edison Company","20.87","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^j",
"SCE^K","Southern California Edison Company","21.51","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^k",
"SCE^L","Southern California Edison Company","18.53","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^l",
